Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,WHH,WHD,WHA,PSCH,PSCD,PSCA
2008-04-17,Tottenham,Watford,4,0,H,3,0,H,A Taylor,19,8,6,2,12,12,7,5,0,1,0,0,1.25,6.5,15.0,1.25,6.6,14.0,1.25,5.5,12.0,1.24,7.15,13.65
2008-04-17,West Brom,Southampton,0,1,A,0,1,A,C Kavanagh,17,10,6,3,12,12,7,3,2,2,0,0,3.0,3.3,2.55,3.11,3.31,2.52,2.8,3.1,2.6,3.11,3.28,2.54
2008-05-17,Chelsea,Middlesbrough,3,0,H,2,0,H,C Pawson,21,2,7,1,8,21,8,1,0,2,0,0,1.17,9.0,19.0,1.18,8.29,18.22,1.14,8.5,19.0,1.14,10.0,22.0
2009-04-17,Sunderland,Man United,0,3,A,0,1,A,C Pawson,9,18,4,9,14,20,4,5,1,5,1,0,10.0,5.25,1.36,10.52,5.32,1.36,10.0,4.5,1.36,9.6,5.25,1.38
2009-04-17,Everton,Leicester,4,2,H,3,2,H,R Madley,12,6,7,4,8,15,4,6,2,2,0,0,1.75,3.9,5.0,1.76,3.98,4.95,1.75,3.5,5.0,1.77,3.88,5.05
2010-04-17,Crystal Palace,Arsenal,3,0,H,1,0,H,M Oliver,17,11,6,3,11,10,5,8,0,1,0,0,4.5,3.9,1.83,4.37,3.96,1.85,4.33,3.5,1.83,4.61,4.16,1.78
2010-05-17,Southampton,Arsenal,0,2,A,0,0,D,J Moss,14,11,3,4,5,5,8,5,1,2,0,0,3.6,3.8,2.05,3.69,3.75,2.07,3.6,3.6,2.0,3.3,3.77,2.21
2010-09-16,Liverpool,Leicester,4,1,H,2,1,H,C Pawson,17,12,11,3,4,8,1,7,1,2,0,0,1.7,4.0,5.5,1.7,3.97,5.54,1.7,3.75,5.5,1.68,4.07,5.52
2010-09-16,Man United,Man City,1,2,A,1,2,A,M Clattenburg,14,18,3,6,15,10,4,4,4,2,0,0,2.38,3.25,3.4,2.38,3.31,3.35,2.38,3.2,3.4,2.42,3.1,3.51
2010-09-16,Bournemouth,West Brom,1,0,H,0,0,D,K Friend,12,12,5,2,9,11,10,5,1,3,0,0,2.05,3.25,4.33,2.05,3.31,4.33,2.1,3.0,4.0,2.12,3.25,4.14
2010-09-16,Middlesbrough,Crystal Palace,1,2,A,1,1,D,N Swarbrick,12,12,4,4,5,9,6,6,1,2,0,0,2.3,3.2,3.6,2.31,3.2,3.65,2.38,3.1,3.2,2.45,3.21,3.32
2010-09-16,Stoke,Tottenham,0,4,A,0,1,A,A Taylor,15,20,2,8,13,18,10,8,3,2,0,0,4.6,3.75,1.85,4.34,3.82,1.89,4.8,3.2,1.85,4.27,3.68,1.94
2010-09-16,West Ham,Watford,2,4,A,2,2,D,M Atkinson,19,13,4,8,10,15,4,4,2,2,0,0,1.91,3.6,4.5,1.9,3.6,4.62,1.91,3.2,4.5,1.9,3.76,4.4
2010-09-16,Arsenal,Southampton,2,1,H,1,1,D,R Madley,17,11,2,5,10,8,6,1,2,5,0,0,1.57,4.2,6.5,1.6,4.35,6.15,1.62,3.5,6.5,1.63,4.17,6.05
2010-09-16,Burnley,Hull,1,1,D,0,0,D,P Tierney,13,11,2,3,13,3,5,9,2,0,0,0,2.45,3.1,3.4,2.44,3.21,3.36,2.3,3.1,3.3,2.55,3.14,3.23
2010-12-16,Hull,Crystal Palace,3,3,D,1,0,H,M Jones,15,14,6,6,16,14,4,7,2,4,0,0,3.5,3.3,2.3,3.43,3.37,2.32,3.3,3.2,2.38,3.4,3.32,2.35
2010-12-16,Burnley,Bournemouth,3,2,H,2,1,H,M Atkinson,16,17,7,4,14,18,4,11,2,2,0,0,3.5,3.5,2.2,3.48,3.45,2.26,3.3,3.3,2.3,3.54,3.2,2.35
2010-12-16,Watford,Everton,3,2,H,1,1,D,A Taylor,11,11,6,4,11,16,2,4,2,2,0,0,3.1,3.4,2.45,3.15,3.39,2.45,3.0,3.3,2.5,3.38,3.39,2.33
2010-12-16,Swansea,Sunderland,3,0,H,0,0,D,C Pawson,14,11,5,2,10,8,7,4,1,2,0,0,2.15,3.5,3.6,2.14,3.55,3.68,2.2,3.3,3.6,2.15,3.66,3.55
2010-12-16,Leicester,Man City,4,2,H,3,0,H,M Oliver,10,19,6,4,10,7,3,11,2,1,0,0,5.25,4.0,1.7,5.28,4.1,1.7,5.0,3.8,1.73,4.79,4.12,1.76
2010-12-16,Arsenal,Stoke,3,1,H,1,1,D,L Mason,21,12,6,5,9,6,7,7,0,0,0,0,1.35,5.5,9.5,1.38,5.29,9.21,1.36,5.0,9.0,1.32,6.0,10.5
2011-02-17,Arsenal,Hull,2,0,H,1,0,H,M Clattenburg,17,9,7,4,12,9,3,8,3,1,0,1,1.29,6.0,13.0,1.3,6.2,11.44,1.3,5.5,11.0,1.3,6.06,11.42
2011-02-17,Liverpool,Tottenham,2,0,H,2,0,H,A Taylor,17,7,9,2,14,14,10,3,3,4,0,0,2.3,3.4,3.4,2.22,3.41,3.61,2.3,3.2,3.4,2.22,3.47,3.55
2011-02-17,Man United,Watford,2,0,H,1,0,H,R Madley,22,9,11,3,10,12,5,1,1,0,0,0,1.25,6.5,14.0,1.27,6.4,13.0,1.25,6.0,13.0,1.27,6.45,12.75
2011-02-17,Sunderland,Southampton,0,4,A,0,2,A,P Tierney,6,15,1,8,12,14,6,2,1,0,0,0,3.9,3.4,2.1,3.92,3.54,2.07,3.8,3.3,2.1,3.81,3.6,2.08
2011-02-17,West Ham,West Brom,2,2,D,0,1,A,M Oliver,16,8,4,3,7,14,7,5,3,2,0,0,2.25,3.3,3.6,2.28,3.25,3.65,2.25,3.2,3.6,2.3,3.28,3.56
2011-02-17,Middlesbrough,Everton,0,0,D,0,0,D,M Dean,9,7,3,3,14,9,5,2,2,0,0,0,3.9,3.3,2.15,3.8,3.35,2.18,3.6,3.2,2.2,3.89,3.33,2.16
2011-02-17,Stoke,Crystal Palace,1,0,H,0,0,D,M Atkinson,7,6,4,1,10,14,5,5,1,3,0,0,2.15,3.3,3.9,2.13,3.42,3.86,2.1,3.3,3.8,2.13,3.32,4.0
2011-03-17,Hull,Swansea,2,1,H,0,0,D,A Marriner,15,11,7,3,14,5,2,7,3,1,0,0,2.55,3.3,3.0,2.58,3.24,3.08,2.6,3.1,3.0,2.56,3.29,3.07
2011-03-17,Everton,West Brom,3,0,H,2,0,H,G Scott,16,5,5,2,8,12,4,6,1,2,0,0,1.67,3.8,6.0,1.68,3.89,6.0,1.7,3.75,5.5,1.65,3.92,6.35
2011-03-17,Bournemouth,West Ham,3,2,H,1,1,D,R Madley,21,15,9,7,20,15,5,6,4,2,0,0,2.6,3.5,2.8,2.67,3.4,2.84,2.62,3.3,2.8,2.59,3.51,2.86
2011-09-16,Swansea,Chelsea,2,2,D,0,1,A,A Marriner,6,28,2,7,17,8,1,11,3,4,0,0,5.75,4.0,1.67,5.77,4.17,1.65,6.0,3.6,1.62,6.59,4.25,1.58
2011-12-16,Chelsea,West Brom,1,0,H,0,0,D,M Dean,12,6,2,1,6,10,3,1,2,4,0,0,1.25,6.25,15.0,1.27,6.25,14.32,1.29,5.5,13.0,1.27,6.3,13.0
2011-12-16,Man United,Tottenham,1,0,H,1,0,H,R Madley,15,12,5,4,19,17,3,8,3,3,0,0,2.2,3.4,3.6,2.22,3.37,3.64,2.25,3.2,3.5,2.18,3.39,3.75
2011-12-16,Southampton,Middlesbrough,1,0,H,0,0,D,S Attwell,14,6,3,2,14,12,4,2,4,3,0,0,1.7,3.7,6.0,1.68,3.68,6.42,1.73,3.4,6.0,1.63,3.76,7.2
2011-12-16,Liverpool,West Ham,2,2,D,1,2,A,M Clattenburg,18,7,3,3,7,8,11,4,2,0,0,0,1.3,6.0,11.0,1.29,6.29,11.73,1.3,5.5,11.0,1.31,6.4,9.97
2012-02-17,Burnley,Chelsea,1,1,D,1,1,D,K Friend,6,13,4,2,12,11,1,1,3,2,0,0,9.0,5.0,1.4,8.59,4.73,1.44,8.0,4.5,1.44,8.2,4.44,1.49
2012-02-17,Swansea,Leicester,2,0,H,2,0,H,J Moss,10,9,4,1,7,14,7,3,2,2,0,0,2.4,3.3,3.25,2.44,3.3,3.25,2.5,3.2,3.1,2.51,3.36,3.08
2012-03-17,Liverpool,Burnley,2,1,H,1,1,D,C Pawson,10,11,3,1,12,16,11,1,2,2,0,0,1.25,6.5,14.0,1.26,6.55,13.5,1.25,6.0,13.0,1.29,6.1,12.25
2012-05-17,Everton,Watford,1,0,H,0,0,D,K Friend,15,14,6,2,7,11,9,8,0,3,0,0,1.5,4.5,7.5,1.45,4.79,8.05,1.44,4.33,7.0,1.43,5.03,8.3
2012-05-17,West Brom,Chelsea,0,1,A,0,0,D,M Oliver,7,24,2,5,13,8,5,8,3,0,0,0,10.0,5.25,1.36,9.65,5.15,1.38,10.0,4.4,1.36,9.76,5.18,1.38
2012-09-16,Sunderland,Everton,0,3,A,0,0,D,M Jones,11,20,2,9,11,8,5,4,1,1,0,0,3.8,3.5,2.1,3.75,3.6,2.1,3.75,3.2,2.1,3.67,3.51,2.16
2013-02-17,Bournemouth,Man City,0,2,A,0,1,A,N Swarbrick,5,17,1,5,8,11,3,7,2,3,0,0,7.5,5.0,1.44,6.97,4.95,1.48,7.0,4.8,1.44,7.7,5.17,1.43
2013-05-17,Bournemouth,Burnley,2,1,H,1,0,H,L Probert,18,14,6,3,6,11,7,1,0,1,0,0,1.91,3.75,4.2,1.93,3.76,4.28,1.95,3.4,4.0,1.84,3.93,4.49
2013-05-17,Middlesbrough,Southampton,1,2,A,0,1,A,A Taylor,14,14,3,4,19,11,6,3,3,0,0,0,4.0,3.6,2.0,3.91,3.68,2.03,3.6,3.4,2.05,3.92,3.42,2.12
2013-05-17,Stoke,Arsenal,1,4,A,0,1,A,M Dean,10,10,4,6,13,7,7,6,1,2,0,0,4.75,4.1,1.75,4.61,4.16,1.78,4.5,3.8,1.73,5.29,4.23,1.68
2013-05-17,Sunderland,Swansea,0,2,A,0,2,A,A Marriner,13,3,4,3,13,6,8,4,4,0,0,0,4.2,3.8,1.91,4.18,3.84,1.94,4.0,3.5,1.91,3.33,3.55,2.28
2013-05-17,Man City,Leicester,2,1,H,2,1,H,R Madley,17,9,5,4,12,16,9,3,3,3,0,0,1.25,7.0,12.0,1.25,7.0,13.0,1.25,5.5,12.0,1.23,7.95,12.5
2013-08-16,Burnley,Swansea,0,1,A,0,0,D,J Moss,10,17,3,9,10,14,7,4,3,2,0,0,2.4,3.3,3.25,2.47,3.32,3.19,2.5,3.2,2.9,2.79,3.16,2.89
2013-08-16,Everton,Tottenham,1,1,D,1,0,H,M Atkinson,12,13,6,4,10,14,5,6,0,0,0,0,3.2,3.4,2.4,3.25,3.43,2.37,3.1,3.1,2.4,3.64,3.54,2.16
2013-08-16,Hull,Leicester,2,1,H,1,0,H,M Dean,14,18,5,5,8,17,5,3,2,2,0,0,4.5,3.6,1.91,4.43,3.55,1.95,4.2,3.25,1.95,4.68,3.5,1.92
2013-08-16,Man City,Sunderland,2,1,H,1,0,H,R Madley,16,7,4,3,11,14,9,6,1,2,0,0,1.25,6.5,15.0,1.27,6.48,13.15,1.25,5.5,13.0,1.25,6.5,14.5
2013-08-16,Southampton,Watford,1,1,D,0,1,A,R East,24,5,6,1,8,12,6,2,1,2,0,1,1.8,3.75,5.0,1.88,3.68,4.64,1.83,3.4,4.5,1.8,3.83,4.91
2013-08-16,Crystal Palace,West Brom,0,1,A,0,0,D,C Pawson,14,13,4,3,12,15,3,6,2,2,0,0,2.0,3.3,4.5,2.06,3.29,4.32,2.05,3.1,4.0,2.25,3.15,3.86
2013-08-16,Middlesbrough,Stoke,1,1,D,1,0,H,K Friend,12,12,2,1,18,14,9,6,3,5,0,0,2.38,3.2,3.4,2.33,3.24,3.53,2.4,3.1,3.1,2.2,3.38,3.7
2013-12-16,Bournemouth,Leicester,1,0,H,1,0,H,P Tierney,9,12,3,4,5,15,4,11,0,3,0,0,2.4,3.4,3.2,2.43,3.47,3.13,2.4,3.3,3.1,2.27,3.48,3.42
2013-12-16,Everton,Arsenal,2,1,H,1,1,D,M Clattenburg,14,9,4,3,10,10,8,3,1,1,1,0,4.2,3.75,1.91,4.28,3.77,1.92,4.2,3.6,1.91,4.14,3.78,1.94
2014-01-17,Sunderland,Stoke,1,3,A,1,3,A,M Dean,14,14,3,6,16,11,5,2,3,1,0,0,3.1,3.3,2.5,3.09,3.45,2.46,3.0,3.3,2.5,3.39,3.51,2.27
2014-01-17,Leicester,Chelsea,0,3,A,0,1,A,A Marriner,7,8,2,3,8,9,3,5,1,0,0,0,6.0,4.1,1.62,6.1,3.96,1.66,6.0,3.6,1.67,4.98,3.62,1.84
2014-01-17,Hull,Bournemouth,3,1,H,1,1,D,M Atkinson,14,8,3,6,13,11,4,5,0,1,0,0,3.3,3.5,2.3,3.34,3.62,2.25,3.2,3.4,2.3,3.0,3.46,2.51
2014-01-17,Burnley,Southampton,1,0,H,0,0,D,P Tierney,9,20,3,5,14,14,2,7,1,2,0,0,3.6,3.4,2.2,3.75,3.35,2.2,3.5,3.2,2.25,4.33,3.45,2.0
2014-01-17,Swansea,Arsenal,0,4,A,0,1,A,M Jones,12,14,3,6,12,8,3,2,2,0,0,0,7.0,4.75,1.5,6.54,4.71,1.53,6.5,4.33,1.53,6.95,4.92,1.49
2014-01-17,Tottenham,West Brom,4,0,H,2,0,H,A Taylor,21,3,11,0,11,12,8,0,0,2,0,0,1.33,5.5,11.0,1.32,5.51,12.56,1.33,5.0,11.0,1.34,5.38,11.29
2014-01-17,Watford,Middlesbrough,0,0,D,0,0,D,J Moss,12,5,5,1,15,15,3,1,3,1,0,0,2.5,3.2,3.2,2.51,3.18,3.25,2.5,3.1,3.1,2.35,3.14,3.62
2014-01-17,West Ham,Crystal Palace,3,0,H,0,0,D,N Swarbrick,14,10,3,1,10,14,2,2,4,2,0,0,2.38,3.4,3.2,2.41,3.41,3.2,2.4,3.2,3.2,2.43,3.29,3.29
2014-05-17,West Ham,Liverpool,0,4,A,0,1,A,N Swarbrick,10,26,3,11,5,10,4,6,2,0,0,0,5.25,4.0,1.7,5.62,4.2,1.65,5.0,3.9,1.7,5.92,4.1,1.65
2014-05-17,Crystal Palace,Hull,4,0,H,2,0,H,M Atkinson,12,9,4,0,13,14,3,7,3,5,0,0,2.1,3.6,3.75,2.11,3.63,3.69,2.05,3.4,3.75,1.97,3.56,4.31
2014-05-17,Tottenham,Man United,2,1,H,1,0,H,J Moss,14,8,7,2,14,15,8,3,1,2,0,0,1.73,3.9,5.25,1.71,4.04,5.35,1.67,3.8,5.0,1.65,4.06,6.0
2014-08-16,Arsenal,Liverpool,3,4,A,1,1,D,M Oliver,9,16,5,7,13,17,5,4,3,3,0,0,2.4,3.5,3.1,2.41,3.53,3.1,2.5,3.1,3.0,2.8,3.44,2.68
2014-08-16,Bournemouth,Man United,1,3,A,0,1,A,A Marriner,9,11,3,7,7,10,4,2,0,1,0,0,4.75,3.6,1.85,4.7,3.62,1.88,4.5,3.4,1.85,5.4,3.65,1.78
2014-12-16,West Brom,Swansea,3,1,H,0,0,D,M Oliver,13,8,4,4,8,8,0,11,0,0,0,0,2.05,3.5,4.0,2.06,3.5,4.04,2.05,3.3,4.0,2.08,3.45,4.01
2014-12-16,Tottenham,Hull,3,0,H,1,0,H,A Marriner,27,10,9,5,6,14,5,5,0,2,0,0,1.22,7.0,15.0,1.25,6.6,14.0,1.25,6.0,13.0,1.23,7.14,14.5
2014-12-16,Sunderland,Chelsea,0,1,A,0,1,A,N Swarbrick,8,19,3,6,15,10,5,5,3,2,0,0,10.0,5.75,1.33,10.45,5.72,1.33,9.0,5.0,1.33,7.26,4.51,1.51
2014-12-16,Stoke,Southampton,0,0,D,0,0,D,A Taylor,5,15,3,4,9,10,3,11,1,2,1,0,3.1,3.3,2.5,3.29,3.25,2.45,3.2,3.2,2.4,3.32,3.34,2.38
2014-12-16,Middlesbrough,Liverpool,0,3,A,0,1,A,J Moss,8,15,3,4,11,14,5,2,1,0,0,0,6.0,4.33,1.6,6.48,4.28,1.58,6.0,4.0,1.6,5.53,3.91,1.71
2014-12-16,Man City,Watford,2,0,H,1,0,H,K Friend,13,5,7,2,16,20,5,2,1,2,0,0,1.29,6.5,11.0,1.28,6.4,12.25,1.25,6.5,12.0,1.28,6.7,11.0
2014-12-16,Crystal Palace,Man United,1,2,A,0,1,A,C Pawson,6,16,3,6,16,10,1,8,2,2,0,0,5.25,4.0,1.7,5.56,4.08,1.68,4.8,4.0,1.7,5.41,3.96,1.71
2014-12-16,West Ham,Burnley,1,0,H,1,0,H,R Madley,20,8,7,2,12,15,6,1,0,2,0,0,1.67,4.0,5.75,1.65,4.13,5.82,1.67,3.8,5.5,1.65,4.0,6.12
2015-01-17,Man United,Liverpool,1,1,D,0,1,A,M Oliver,9,13,3,4,17,13,5,7,1,3,0,0,2.15,3.4,3.75,2.16,3.34,3.88,2.2,3.3,3.6,2.03,3.41,4.28
2015-01-17,Everton,Man City,4,0,H,1,0,H,M Clattenburg,6,13,4,5,17,7,3,6,2,2,0,0,4.5,4.0,1.8,4.54,3.9,1.84,4.33,3.75,1.83,4.75,3.93,1.8
2015-04-17,Stoke,Hull,3,1,H,1,0,H,S Attwell,14,14,4,3,12,5,3,7,0,2,0,0,1.95,3.3,4.0,1.98,3.54,4.3,2.0,3.4,3.8,2.03,3.56,4.06
2015-04-17,Southampton,Man City,0,3,A,0,0,D,N Swarbrick,8,18,1,5,9,8,3,8,3,0,0,0,4.33,4.0,1.73,4.66,4.1,1.78,4.4,3.8,1.75,4.65,4.06,1.79
2015-04-17,Sunderland,West Ham,2,2,D,1,1,D,A Marriner,14,7,4,3,14,10,8,1,1,0,0,1,3.3,3.25,2.2,3.24,3.54,2.33,3.1,3.4,2.25,2.72,3.51,2.72
2015-04-17,Tottenham,Bournemouth,4,0,H,2,0,H,M Oliver,24,5,14,1,8,10,13,1,0,1,0,0,1.25,6.0,10.0,1.27,6.67,12.45,1.25,6.0,11.0,1.25,7.0,12.8
2015-04-17,Watford,Swansea,1,0,H,1,0,H,L Mason,15,13,7,4,8,13,6,2,0,0,0,0,2.4,3.3,2.9,2.57,3.3,3.05,2.4,3.2,3.0,2.69,3.28,2.91
2015-04-17,Crystal Palace,Leicester,2,2,D,0,1,A,M Dean,15,6,4,2,10,16,8,5,0,2,0,0,1.73,3.6,4.75,1.78,3.85,5.1,1.8,3.6,4.5,2.04,3.52,4.07
2015-04-17,Everton,Burnley,3,1,H,0,0,D,M Clattenburg,29,13,7,6,15,14,6,7,2,0,0,0,1.4,4.5,8.0,1.43,4.82,8.67,1.44,4.33,7.5,1.52,4.25,7.9
2015-05-17,Chelsea,Watford,4,3,H,2,1,H,L Mason,24,9,9,3,7,12,8,3,2,4,0,1,1.25,6.75,13.0,1.25,6.85,13.5,1.25,6.0,11.0,1.29,6.56,10.5
2015-08-08,Bournemouth,Aston Villa,0,1,A,0,0,D,M Clattenburg,11,7,2,3,13,13,6,3,3,4,0,0,2.0,3.6,4.0,1.95,3.65,4.27,1.91,3.5,4.0,1.82,3.88,4.7
2015-08-08,Norwich,Crystal Palace,1,3,A,0,1,A,S Hooper,17,11,6,7,14,20,1,4,1,0,0,0,2.55,3.3,3.0,2.52,3.35,3.08,2.6,3.1,2.88,2.46,3.39,3.14
2015-08-08,Man United,Tottenham,1,0,H,1,0,H,J Moss,9,9,1,4,12,12,1,2,2,3,0,0,1.65,4.0,6.0,1.65,4.09,5.9,1.62,3.6,6.0,1.64,4.07,6.04
2015-08-08,Chelsea,Swansea,2,2,D,2,1,H,M Oliver,11,18,3,10,15,16,4,8,1,3,1,0,1.36,5.0,11.0,1.39,4.92,10.39,1.4,4.0,10.0,1.37,5.04,10.88
2015-08-08,Leicester,Sunderland,4,2,H,3,0,H,L Mason,19,10,8,5,13,17,6,3,2,4,0,0,1.95,3.5,4.33,1.99,3.48,4.34,2.0,3.1,2.7,1.79,3.74,5.1
2015-08-08,Everton,Watford,2,2,D,0,1,A,M Jones,10,11,5,5,7,13,8,2,1,2,0,0,1.7,3.9,5.5,1.7,3.95,5.62,1.73,3.5,5.0,1.75,3.76,5.44
2015-08-09,Stoke,Liverpool,0,1,A,0,0,D,A Taylor,7,8,1,3,9,16,3,5,2,4,0,0,3.4,3.4,2.3,3.48,3.46,2.25,3.3,3.1,2.3,3.89,3.51,2.09
2015-08-09,Newcastle,Southampton,2,2,D,1,1,D,C Pawson,9,15,4,5,9,12,6,6,2,4,0,0,2.88,3.3,2.7,2.88,3.33,2.69,2.7,3.1,2.7,3.09,3.28,2.55
2015-08-09,Arsenal,West Ham,0,2,A,0,1,A,M Atkinson,22,8,6,4,12,9,5,4,1,3,0,0,1.29,6.0,12.0,1.31,5.75,12.0,1.3,5.0,11.0,1.24,6.75,15.0
2015-08-10,West Brom,Man City,0,3,A,0,2,A,M Dean,9,19,2,7,12,9,6,6,4,1,0,0,5.75,4.0,1.67,5.75,3.98,1.68,5.5,3.5,1.7,6.46,4.08,1.61
2015-08-14,Aston Villa,Man United,0,1,A,0,1,A,M Dean,5,9,1,2,14,10,3,5,2,2,0,0,5.5,3.8,1.73,5.66,3.83,1.72,5.5,3.6,1.75,5.06,3.76,1.8
2015-08-15,Sunderland,Norwich,1,3,A,0,2,A,K Friend,6,19,2,6,7,7,6,6,1,2,0,0,2.5,3.3,3.1,2.52,3.35,3.08,2.5,3.0,3.0,2.86,3.39,2.66
2015-08-15,West Ham,Leicester,1,2,A,0,2,A,A Taylor,10,11,3,6,11,12,8,4,1,3,1,0,2.25,3.5,3.4,2.25,3.52,3.42,2.3,3.2,3.2,2.38,3.54,3.15
2015-08-15,Watford,West Brom,0,0,D,0,0,D,P Tierney,16,6,5,0,13,10,2,4,1,2,0,0,2.3,3.4,3.4,2.25,3.41,3.54,2.3,3.2,3.2,2.09,3.62,3.76
2015-08-15,Southampton,Everton,0,3,A,0,2,A,M Oliver,17,10,4,4,11,10,9,9,4,2,0,0,1.95,3.6,4.33,1.98,3.6,4.21,2.0,3.25,4.0,2.03,3.54,4.08
2015-08-15,Swansea,Newcastle,2,0,H,1,0,H,M Jones,19,4,6,2,11,8,4,4,2,1,0,1,1.95,3.6,4.33,1.94,3.66,4.3,1.95,3.2,4.33,1.85,3.86,4.49
2015-08-15,Tottenham,Stoke,2,2,D,2,0,H,R Madley,13,16,7,7,15,11,4,3,2,2,0,0,1.8,3.75,5.0,1.79,3.75,5.09,1.8,3.3,5.0,1.74,3.76,5.55
2015-08-16,Crystal Palace,Arsenal,1,2,A,1,1,D,L Mason,11,20,4,7,14,12,6,6,1,1,0,0,5.25,3.9,1.73,5.34,3.97,1.72,5.0,3.5,1.75,5.4,4.08,1.69
2015-08-16,Man City,Chelsea,3,0,H,1,0,H,M Atkinson,18,10,8,3,19,13,5,1,4,2,0,0,2.1,3.5,3.75,2.08,3.56,3.87,2.15,3.2,3.6,2.01,3.69,3.97
2015-08-16,Chelsea,West Ham,2,1,H,0,0,D,A Taylor,16,7,6,3,16,16,7,1,5,2,0,0,1.65,4.0,6.0,1.68,4.16,5.48,1.67,3.6,5.5,1.52,4.38,7.45
2015-08-17,Liverpool,Bournemouth,1,0,H,1,0,H,C Pawson,18,13,2,2,11,18,6,8,1,4,0,0,1.45,4.75,8.0,1.44,4.74,8.6,1.5,4.2,6.5,1.54,4.37,7.07
2015-08-22,Crystal Palace,Aston Villa,2,1,H,0,0,D,K Stroud,16,11,6,2,12,15,6,4,3,3,0,0,1.85,3.6,4.75,1.85,3.63,4.89,1.85,3.4,4.5,1.81,3.79,4.93
2015-08-22,Man United,Newcastle,0,0,D,0,0,D,C Pawson,20,7,8,0,15,11,11,5,2,2,0,0,1.36,5.25,10.0,1.39,5.15,9.62,1.36,5.0,8.0,1.34,5.44,11.12
2015-08-22,Norwich,Stoke,1,1,D,1,1,D,M Dean,21,6,7,1,16,5,9,0,4,1,0,0,2.3,3.3,3.5,2.34,3.39,3.37,2.3,3.2,3.1,2.15,3.42,3.82
2015-08-22,Sunderland,Swansea,1,1,D,0,1,A,N Swarbrick,10,20,2,9,16,9,3,4,4,2,0,0,4.0,3.4,2.1,3.79,3.45,2.14,3.75,3.2,2.1,3.91,3.55,2.07
2015-08-22,West Ham,Bournemouth,3,4,A,0,2,A,J Moss,10,15,4,7,8,11,5,4,0,0,1,0,2.38,3.4,3.2,2.43,3.44,3.15,2.4,3.1,3.1,2.64,3.51,2.81
2015-08-22,Leicester,Tottenham,1,1,D,0,0,D,M Atkinson,13,19,2,6,7,14,2,7,1,4,0,0,2.63,3.6,2.75,2.69,3.52,2.75,2.7,3.1,2.7,2.61,3.5,2.85
2015-08-23,Everton,Man City,0,2,A,0,0,D,A Taylor,10,16,1,9,5,7,8,7,0,3,0,0,5.0,4.0,1.73,4.85,4.08,1.76,5.0,3.5,1.75,5.47,4.1,1.68
2015-08-23,Watford,Southampton,0,0,D,0,0,D,A Marriner,13,14,0,5,10,11,5,2,0,2,0,0,2.8,3.3,2.75,2.76,3.36,2.78,2.7,3.1,2.7,2.76,3.34,2.79
2015-08-23,West Brom,Chelsea,2,3,A,1,3,A,M Clattenburg,15,15,6,5,9,12,8,7,2,1,0,1,6.5,4.0,1.62,6.25,3.93,1.65,6.0,3.4,1.67,7.25,4.12,1.56
2015-08-24,Arsenal,Liverpool,0,0,D,0,0,D,M Oliver,19,15,5,8,2,13,7,8,1,4,0,0,1.75,4.0,5.0,1.74,4.0,5.12,1.73,3.5,5.0,1.8,4.05,4.6
2015-08-29,Chelsea,Crystal Palace,1,2,A,0,0,D,C Pawson,26,13,9,6,9,15,7,7,1,1,0,0,1.36,5.0,11.0,1.37,5.26,10.17,1.36,4.5,9.5,1.37,5.1,10.31
2015-08-29,Bournemouth,Leicester,1,1,D,1,0,H,N Swarbrick,5,4,2,2,9,19,4,4,2,4,0,0,2.2,3.6,3.4,2.15,3.63,3.57,2.2,3.2,3.4,2.06,3.65,3.82
2015-08-29,Tottenham,Everton,0,0,D,0,0,D,M Jones,20,8,6,3,20,9,6,2,4,1,0,0,2.0,3.5,4.2,1.97,3.72,4.09,2.0,3.25,4.0,2.1,3.55,3.81
2015-08-29,Stoke,West Brom,0,1,A,0,1,A,M Oliver,13,15,5,5,4,9,6,5,1,4,2,0,1.95,3.4,4.5,1.95,3.5,4.5,1.95,3.25,4.2,2.16,3.27,3.98
2015-08-29,Man City,Watford,2,0,H,0,0,D,M Clattenburg,18,7,5,0,9,12,9,3,1,2,0,0,1.2,8.0,15.0,1.19,8.0,17.75,1.22,6.0,13.0,1.22,7.05,16.5
2015-08-29,Aston Villa,Sunderland,2,2,D,2,1,H,R Madley,21,7,6,3,10,14,5,4,2,1,0,0,1.91,3.5,4.75,1.93,3.51,4.62,1.91,3.2,4.5,2.12,3.31,4.07
2015-08-29,Newcastle,Arsenal,0,1,A,0,0,D,A Marriner,1,22,0,9,15,8,0,9,6,1,1,0,6.0,4.2,1.62,6.13,4.21,1.61,6.0,3.6,1.62,5.81,4.48,1.6
2015-08-29,Liverpool,West Ham,0,3,A,0,2,A,K Friend,13,12,1,5,17,11,5,7,3,1,1,1,1.36,5.5,9.0,1.36,5.28,10.21,1.36,4.5,9.5,1.37,5.28,9.74
2015-08-30,Southampton,Norwich,3,0,H,1,0,H,J Moss,23,6,8,1,4,12,6,4,0,0,0,1,2.05,3.5,4.0,2.05,3.54,4.0,2.05,3.25,3.8,2.11,3.4,3.95
